
code	|	name	|	preferred name	|	taxid
3	|	Hospitalitermes nemorosus	|	 	|	 
3	|	Hospitalitermes nicobarensis	|	 	|	 
3	|	Hospitalitermes nigriantennalis	|	 	|	 
3	|	Hospitalitermes papuanus	|	 	|	 
3	|	Hospitalitermes paraschmidti	|	 	|	 
3	|	Hospitalitermes proflaviventris	|	 	|	 
3	|	Hospitalitermes rufus	|	 	|	 
3	|	Hospitalitermes schmidti	|	 	|	 
3	|	Hospitalitermes seikii	|	 	|	 
3	|	Hospitalitermes sharpi	|	 	|	 
1	|	Hospitalitermes umbrinus	|	 	|	1449738
1	|	Humutermes krishnai	|	 	|	1778927
3	|	Humutermes noiroti	|	 	|	 
1	|	Hydrecotermes arienesho	|	 	|	1778929
1	|	Hydrecotermes kawaii	|	 	|	1778930
3	|	Hypotermes bawanensis	|	 	|	 
1	|	Hypotermes makhamensis	|	 	|	229714
3	|	Hypotermes manyunensis	|	 	|	 
3	|	Hypotermes meiziensis	|	 	|	 
3	|	Hypotermes mengdingensis	|	 	|	 
1	|	Hypotermes obscuriceps	|	 	|	377919
3	|	Hypotermes ruiliensis	|	 	|	 
3	|	Hypotermes sumatrensis	|	 	|	 
3	|	Hypotermes wandingensis	|	 	|	 
3	|	Hypotermes wayaoensis	|	 	|	 
3	|	Hypotermes winifredi	|	 	|	 
1	|	Hypotermes xenotermitis	|	 	|	73855
3	|	Hypotermes yingjiangensis	|	 	|	 
1	|	Ibitermes curupira	|	 	|	1972828
3	|	Ibitermes inflatus	|	 	|	 
3	|	Ibitermes tellustris	|	 	|	 
1	|	Incisitermes banksi	|	 	|	765388
3	|	Incisitermes barretti	|	 	|	 
3	|	Incisitermes bequaerti	|	 	|	 
3	|	Incisitermes didwanaensis	|	 	|	 
3	|	Incisitermes emersoni	|	 	|	 
3	|	Incisitermes fruticavus	|	 	|	 
3	|	Incisitermes furvus	|	 	|	 
3	|	Incisitermes galapagoensis	|	 	|	 
1	|	Incisitermes immigrans	|	 	|	104041
3	|	Incisitermes inamurai	|	 	|	 
3	|	Incisitermes incisus	|	 	|	 
3	|	Incisitermes laterangularis	|	 	|	 
1	|	Incisitermes marginipennis	|	 	|	529878
3	|	Incisitermes marianus	|	 	|	 
3	|	Incisitermes mcgregori	|	 	|	 
1	|	Incisitermes milleri	|	 	|	765389
1	|	Incisitermes minor	|	 	|	112481
3	|	Incisitermes nigritus	|	 	|	 
3	|	Incisitermes nishimurai	|	 	|	 
3	|	Incisitermes pacificus	|	 	|	 
3	|	Incisitermes platycephalus	|	 	|	 
3	|	Incisitermes repandus	|	 	|	 
3	|	Incisitermes rhyzophorae	|	 	|	 
1	|	Incisitermes schwarzi	|	 	|	765390
3	|	Incisitermes seeversi	|	 	|	 
3	|	Incisitermes semilunaris	|	 	|	 
1	|	Incisitermes snyderi	|	 	|	46566
3	|	Incisitermes solidus	|	 	|	 
1	|	Incisitermes tabogae	|	 	|	367367
3	|	Incisitermes taylori	|	 	|	 
3	|	Incolitermes pumilus	|	 	|	 
3	|	Indocapritermes aruni	|	 	|	 
3	|	Indotermes arshadi	|	 	|	 
3	|	Indotermes capillosus	|	 	|	 
3	|	Indotermes hainanensis	|	 	|	 
3	|	Indotermes isodentatus	|	 	|	 
3	|	Indotermes luxiensis	|	 	|	 
3	|	Indotermes maymensis	|	 	|	 
3	|	Indotermes menggarensis	|	 	|	 
3	|	Indotermes rongrensis	|	 	|	 
3	|	Indotermes thailandis	|	 	|	 
3	|	Indotermes yunnanensis	|	 	|	 
3	|	Inquilinitermes fur	|	 	|	 
1	|	Inquilinitermes inquilinus	|	 	|	1934498
3	|	Inquilinitermes johnchapmani	|	 	|	 
3	|	Inquilinitermes microcerus	|	 	|	 
3	|	Invasitermes inermis	|	 	|	 
3	|	Invasitermes insitivus	|	 	|	 
1	|	Jugositermes tuberculatus	|	 	|	377920
1	|	Kalotermes aemulus	|	 	|	105793
1	|	Kalotermes approximatus	|	 	|	1507047
3	|	Kalotermes atratus	|	 	|	 
3	|	Kalotermes banksiae	|	 	|	 
1	|	Kalotermes brouni	|	 	|	105794
3	|	Kalotermes capicola	|	 	|	 
3	|	Kalotermes cognatus	|	 	|	 
3	|	Kalotermes convexus	|	 	|	 
3	|	Kalotermes dispar	|	 	|	 
1	|	Kalotermes flavicollis	|	 	|	256709
3	|	Kalotermes gracilignathus	|	 	|	 
1	|	Kalotermes hilli	|	 	|	105795
3	|	Kalotermes isaloensis	|	 	|	 
1	|	Kalotermes italicus	|	 	|	1461345
3	|	Kalotermes jepsoni	|	 	|	 
3	|	Kalotermes monticola	|	 	|	 
1	|	Kalotermes pallidinotum	|	 	|	105796
3	|	Kalotermes phoeniciae	|	 	|	 
1	|	Kalotermes rufinotum	|	 	|	105797
3	|	Kalotermes serrulatus	|	 	|	 
3	|	Kalotermes umtatae	|	 	|	 
3	|	Kaudernitermes kaudernianus	|	 	|	 
3	|	Kaudernitermes laticeps	|	 	|	 
3	|	Kaudernitermes nigritus	|	 	|	 
3	|	Kaudernitermes salebrithorax	|	 	|	 
1	|	Kemneritermes sarawakensis	|	 	|	187543
1	|	Krishnacapritermes dineshan	|	 	|	2662079
3	|	Krishnacapritermes maitii	|	 	|	 
3	|	Krishnacapritermes manikandan	|	 	|	 
1	|	Krishnacapritermes thakuri	|	 	|	2662080
3	|	Labidotermes celisi	|	 	|	 
3	|	Labiocapritermes distortus	|	 	|	 
3	|	Labiotermes brevilabius	|	 	|	 
1	|	Labiotermes emersoni	|	 	|	1972829
3	|	Labiotermes guasu	|	 	|	 
1	|	Labiotermes labralis	|	 	|	370423
3	|	Labiotermes laticephalus	|	 	|	 
1	|	Labiotermes leptothrix	|	 	|	1972830
3	|	Labiotermes longilabius	|	 	|	 
3	|	Labiotermes oreadicus	|	 	|	 
1	|	Labiotermes orthocephalus	|	 	|	1972831
3	|	Labiotermes pelliceus	|	 	|	 
1	|	Labritermes buttelreepeni	|	 	|	377922
3	|	Labritermes emersoni	|	 	|	 
3	|	Labritermes kistneri	|	 	|	 
3	|	Lacessititermes albipes	|	 	|	 
3	|	Lacessititermes atrior	|	 	|	 
3	|	Lacessititermes batavus	|	 	|	 
3	|	Lacessititermes breviarticulatus	|	 	|	 
3	|	Lacessititermes cuphus	|	 	|	 
3	|	Lacessititermes filicornis	|	 	|	 
3	|	Lacessititermes holmgreni	|	 	|	 
3	|	Lacessititermes jacobsoni	|	 	|	 
3	|	Lacessititermes kolapisensis	|	 	|	 
3	|	Lacessititermes laborator	|	 	|	 
3	|	Lacessititermes lacessitiformis	|	 	|	 
3	|	Lacessititermes lacessitus	|	 	|	 
3	|	Lacessititermes longinasus	|	 	|	 
3	|	Lacessititermes palawanensis	|	 	|	 
3	|	Lacessititermes piliferus	|	 	|	 
3	|	Lacessititermes ransoneti	|	 	|	 
3	|	Lacessititermes saraiensis	|	 	|	 
3	|	Lacessititermes sordidus	|	 	|	 
3	|	Lacessititermes thailandicus	|	 	|	 
3	|	Lacessititermes yamanei	|	 	|	 
3	|	Lepidotermes amydrus	|	 	|	 
3	|	Lepidotermes goliathi	|	 	|	 
3	|	Lepidotermes lounsburyi	|	 	|	 
3	|	Lepidotermes mtwalumi	|	 	|	 
3	|	Lepidotermes planifacies	|	 	|	 
3	|	Lepidotermes pretoriensis	|	 	|	 
3	|	Lepidotermes scalenus	|	 	|	 
3	|	Lepidotermes simplex	|	 	|	 
3	|	Lepidotermes vastus	|	 	|	 
1	|	Leptomyxotermes doriae	|	 	|	377923
3	|	Leucopitermes leucopiformis	|	 	|	 
1	|	Leucopitermes leucops	|	 	|	377924
3	|	Leucopitermes paraleucops	|	 	|	 
3	|	Leucopitermes thoi	|	 	|	 
1	|	Longicaputermes sinaicus	|	 	|	1461343
3	|	Longipeditermes kistneri	|	 	|	 
1	|	Longipeditermes longipes	|	 	|	62737
1	|	Longustitermes manni	|	 	|	948542
3	|	Lophotermes aduncus	|	 	|	 
3	|	Lophotermes brevicephalus	|	 	|	 
3	|	Lophotermes crinitus	|	 	|	 
3	|	Lophotermes leptognathus	|	 	|	 
3	|	Lophotermes parvicornis	|	 	|	 
3	|	Lophotermes pectinatus	|	 	|	 
3	|	Lophotermes pusillus	|	 	|	 
3	|	Lophotermes quadratus	|	 	|	 
1	|	Lophotermes septentrionalis	|	 	|	448106
3	|	Machadotermes inflatus	|	 	|	 
3	|	Machadotermes latus	|	 	|	 
3	|	Machadotermes rigidus	|	 	|	 
3	|	Macrognathotermes broomensis	|	 	|	 
1	|	Macrognathotermes errator	|	 	|	1199065
3	|	Macrognathotermes prolatus	|	 	|	 
1	|	Macrognathotermes sunteri	|	 	|	377925
3	|	Macrorhinotermes maximus	|	 	|	 
3	|	Macrosubulitermes greavesi	|	 	|	 
1	|	Macrotermes acrocephalus	|	 	|	1964431
1	|	Macrotermes ahmadi	|	 	|	201576
3	|	Macrotermes aleemi	|	 	|	 
3	|	Macrotermes amplus	|	 	|	 
1	|	Macrotermes annandalei	|	 	|	229720
1	|	Macrotermes barneyi	|	 	|	46573
3	|	Macrotermes beaufortensis	|	 	|	 
1	|	Macrotermes bellicosus	|	 	|	201577
1	|	Macrotermes carbonarius	|	 	|	144742
1	|	Macrotermes chaiglomi	|	 	|	437801
1	|	Macrotermes chebalingensis	|	 	|	1964432
1	|	Macrotermes choui	|	 	|	1964433
3	|	Macrotermes constrictus	|	 	|	 
1	|	Macrotermes convulsionarius	|	 	|	1198111
1	|	Macrotermes declivatus	|	 	|	1964434
3	|	Macrotermes denticulatus	|	 	|	 
1	|	Macrotermes falciger	|	 	|	138606
1	|	Macrotermes gilvus	|	 	|	62961
3	|	Macrotermes gratus	|	 	|	 
1	|	Macrotermes guangxiensis	|	 	|	1964435
1	|	Macrotermes hainanensis	|	 	|	1964436
1	|	Macrotermes herus	|	 	|	445442
3	|	Macrotermes hopini	|	 	|	 
1	|	Macrotermes incisus	|	 	|	1964437
3	|	Macrotermes ituriensis	|	 	|	 
1	|	Macrotermes ivorensis	|	 	|	377926
1	|	Macrotermes jinghongensis	|	 	|	1964438
3	|	Macrotermes khajuriai	|	 	|	 
3	|	Macrotermes latignathus	|	 	|	 
1	|	Macrotermes lilljeborgi	|	 	|	201578
3	|	Macrotermes longiceps	|	 	|	 
1	|	Macrotermes longimentis	|	 	|	1964440
1	|	Macrotermes luokengensis	|	 	|	1964441
3	|	Macrotermes maesodensis	|	 	|	 
1	|	Macrotermes malaccensis	|	 	|	201579
1	|	Macrotermes meidoensis	|	 	|	1964442
1	|	Macrotermes menglongensis	|	 	|	1964443
1	|	Macrotermes michaelseni	|	 	|	105431
1	|	Macrotermes natalensis	|	 	|	315803
3	|	Macrotermes niger	|	 	|	 
1	|	Macrotermes nobilis	|	 	|	201581
1	|	Macrotermes orthognathus	|	 	|	1964444
3	|	Macrotermes peritrimorphus	|	 	|	 
3	|	Macrotermes planicapitatus	|	 	|	 
3	|	Macrotermes probeaufortensis	|	 	|	 
3	|	Macrotermes renouxi	|	 	|	 
3	|	Macrotermes serrulatus	|	 	|	 
3	|	Macrotermes singaporensis	|	 	|	 
1	|	Macrotermes subhyalinus	|	 	|	138608
3	|	Macrotermes trapezoides	|	 	|	 
1	|	Macrotermes trimorphus	|	 	|	1964445
3	|	Macrotermes ukuzii	|	 	|	 
1	|	Macrotermes vitrialatus	|	 	|	1934505
1	|	Macrotermes yunnanensis	|	 	|	983325
1	|	Macrotermes zhejiangensis	|	 	|	1964446
1	|	Macrotermes zhui	|	 	|	1964439
3	|	Macuxitermes colombicus	|	 	|	 
1	|	Macuxitermes triceratops	|	 	|	1972832
1	|	Malagasitermes milloti	|	 	|	377928
3	|	Malaysiotermes holmgreni	|	 	|	 
1	|	Malaysiotermes spinocephalus	|	 	|	377929
3	|	Mapinguaritermes grandidens	|	 	|	 
1	|	Mapinguaritermes peruanus	|	 	|	1972833
3	|	Marginitermes absitus	|	 	|	 
3	|	Marginitermes cactiphagus	|	 	|	 
3	|	Marginitermes hubbardi	|	 	|	 
1	|	Mastotermes darwiniensis	|	 	|	13139
3	|	Megagnathotermes katangensis	|	 	|	 
3	|	Megagnathotermes notandus	|	 	|	 
3	|	Megaprotermes giffardii	|	 	|	 
3	|	Microcerotermes acerbus	|	 	|	 
3	|	Microcerotermes algoasinensis	|	 	|	 
3	|	Microcerotermes amboinensis	|	 	|	 
1	|	Microcerotermes annandalei	|	 	|	229660
3	|	Microcerotermes apricitatis	|	 	|	 
1	|	Microcerotermes arboreus	|	 	|	377930
1	|	Microcerotermes baluchistanicus	|	 	|	1934506
3	|	Microcerotermes barbertoni	|	 	|	 
1	|	Microcerotermes beesoni	|	 	|	1231260
3	|	Microcerotermes bequaertianus	|	 	|	 
1	|	Microcerotermes biroi	|	 	|	1576341
3	|	Microcerotermes biswanathae	|	 	|	 
1	|	Microcerotermes boreus	|	 	|	448107
3	|	Microcerotermes bouilloni	|	 	|	 
3	|	Microcerotermes bouvieri	|	 	|	 
3	|	Microcerotermes brachygnathus	|	 	|	 
1	|	Microcerotermes brevior	|	 	|	1586082
3	|	Microcerotermes buettikeri	|	 	|	 
3	|	Microcerotermes bugnioni	|	 	|	 
3	|	Microcerotermes cachani	|	 	|	 
3	|	Microcerotermes cameroni	|	 	|	 
3	|	Microcerotermes cavus	|	 	|	 
3	|	Microcerotermes celebensis	|	 	|	 
3	|	Microcerotermes chaudhryi	|	 	|	 
3	|	Microcerotermes chhotanii	|	 	|	 
3	|	Microcerotermes choanensis	|	 	|	 
3	|	Microcerotermes collinsi	|	 	|	 
1	|	Microcerotermes crassus	|	 	|	229659
3	|	Microcerotermes cupreiceps	|	 	|	 
3	|	Microcerotermes cylindriceps	|	 	|	 
3	|	Microcerotermes dammermani	|	 	|	 
3	|	Microcerotermes danieli	|	 	|	 
3	|	Microcerotermes dashlibronensis	|	 	|	 
3	|	Microcerotermes debilicornis	|	 	|	 
3	|	Microcerotermes depokensis	|	 	|	 
3	|	Microcerotermes distans	|	 	|	 
3	|	Microcerotermes distinctus	|	 	|	 
1	|	Microcerotermes diversus	|	 	|	732581
3	|	Microcerotermes dolichocephalicus	|	 	|	 
3	|	Microcerotermes dolichognathus	|	 	|	 
3	|	Microcerotermes dumasensis	|	 	|	 
3	|	Microcerotermes dumisae	|	 	|	 
3	|	Microcerotermes duplex	|	 	|	 
3	|	Microcerotermes durbanensis	|	 	|	 
3	|	Microcerotermes edentatus	|	 	|	 
3	|	Microcerotermes elegans	|	 	|	 
1	|	Microcerotermes eugnathus	|	 	|	1922278
3	|	Microcerotermes exiguus	|	 	|	 
1	|	Microcerotermes fletcheri	|	 	|	1882572
3	|	Microcerotermes flyensis	|	 	|	 
1	|	Microcerotermes fuscotibialis	|	 	|	1934507
1	|	Microcerotermes gabrielis	|	 	|	2583744
3	|	Microcerotermes ganeshi	|	 	|	 
3	|	Microcerotermes gracilis	|	 	|	 
3	|	Microcerotermes greeni	|	 	|	 
3	|	Microcerotermes hamatus	|	 	|	 
1	|	Microcerotermes havilandi	|	 	|	1934508
3	|	Microcerotermes heimi	|	 	|	 
3	|	Microcerotermes hypaenicus	|	 	|	 
3	|	Microcerotermes ilalazonatus	|	 	|	 
3	|	Microcerotermes implacidus	|	 	|	 
3	|	Microcerotermes indistinctus	|	 	|	 
3	|	Microcerotermes insularis	|	 	|	 
3	|	Microcerotermes kudremukhae	|	 	|	 
3	|	Microcerotermes kwazulu	|	 	|	 
3	|	Microcerotermes labioangulatus	|	 	|	 
3	|	Microcerotermes lahorensis	|	 	|	 
3	|	Microcerotermes lateralis	|	 	|	 
3	|	Microcerotermes laticeps	|	 	|	 
3	|	Microcerotermes laxmi	|	 	|	 
3	|	Microcerotermes leai	|	 	|	 
3	|	Microcerotermes limpopoensis	|	 	|	 
3	|	Microcerotermes longiceps	|	 	|	 
3	|	Microcerotermes longignathus	|	 	|	 
3	|	Microcerotermes longimalatus	|	 	|	 
3	|	Microcerotermes losbanosensis	|	 	|	 
3	|	Microcerotermes luluai	|	 	|	 
3	|	Microcerotermes macacoensis	|	 	|	 
3	|	Microcerotermes madurae	|	 	|	 
3	|	Microcerotermes major	|	 	|	 
3	|	Microcerotermes maliki	|	 	|	 
3	|	Microcerotermes malmesburyi	|	 	|	 
3	|	Microcerotermes mandibularis	|	 	|	 
3	|	Microcerotermes manjikuli	|	 	|	 
3	|	Microcerotermes marilimbus	|	 	|	 
3	|	Microcerotermes masaiaticus	|	 	|	 
3	|	Microcerotermes minor	|	 	|	 
1	|	Microcerotermes minutus	|	 	|	297546
3	|	Microcerotermes mzilikazi	|	 	|	 
3	|	Microcerotermes nanulus	|	 	|	 
3	|	Microcerotermes nanus	|	 	|	 
3	|	Microcerotermes nemoralis	|	 	|	 
1	|	Microcerotermes nervosus	|	 	|	327081
1	|	Microcerotermes newmani	|	 	|	377932
3	|	Microcerotermes nicobarensis	|	 	|	 
3	|	Microcerotermes novaecaledoniae	|	 	|	 
1	|	Microcerotermes pakistanicus	|	 	|	1882573
3	|	Microcerotermes palaearcticus	|	 	|	 
1	|	Microcerotermes palestinensis	|	 	|	1922279
3	|	Microcerotermes papuanus	|	 	|	 
1	|	Microcerotermes paracelebensis	|	 	|	229661
3	|	Microcerotermes parviceps	|	 	|	 
3	|	Microcerotermes parvulus	|	 	|	 
1	|	Microcerotermes parvus	|	 	|	187517
3	|	Microcerotermes pauliani	|	 	|	 
3	|	Microcerotermes peraffinis	|	 	|	 
3	|	Microcerotermes periminutus	|	 	|	 
3	|	Microcerotermes philippinensis	|	 	|	 
3	|	Microcerotermes piliceps	|	 	|	 
3	|	Microcerotermes pondweniensis	|	 	|	 
3	|	Microcerotermes prochampioni	|	 	|	 
1	|	Microcerotermes progrediens	|	 	|	1934510
3	|	Microcerotermes propinquus	|	 	|	 
3	|	Microcerotermes psammophilus	|	 	|	 
3	|	Microcerotermes raja	|	 	|	 
3	|	Microcerotermes rambanensis	|	 	|	 
3	|	Microcerotermes remotus	|	 	|	 
3	|	Microcerotermes repugnans	|	 	|	 
3	|	Microcerotermes rhombinidus	|	 	|	 
3	|	Microcerotermes sabaeus	|	 	|	 
3	|	Microcerotermes sabahensis	|	 	|	 
3	|	Microcerotermes sakarahensis	|	 	|	 
3	|	Microcerotermes sakesarensis	|	 	|	 
3	|	Microcerotermes sanctaeluciae	|	 	|	 
3	|	Microcerotermes saravanensis	|	 	|	 
3	|	Microcerotermes secernens	|	 	|	 
3	|	Microcerotermes septentrionalis	|	 	|	 
1	|	Microcerotermes serratus	|	 	|	377933
3	|	Microcerotermes shahroudiensis	|	 	|	 
1	|	Microcerotermes sikorae	|	 	|	674891
3	|	Microcerotermes silvestrianus	|	 	|	 
3	|	Microcerotermes sistaniensis	|	 	|	 
3	|	Microcerotermes solidus	|	 	|	 
3	|	Microcerotermes strunckii	|	 	|	 
3	|	Microcerotermes subinteger	|	 	|	 
3	|	Microcerotermes subtilis	|	 	|	 
3	|	Microcerotermes taylori	|	 	|	 
3	|	Microcerotermes tenuignathus	|	 	|	 
3	|	Microcerotermes theobromae	|	 	|	 
3	|	Microcerotermes thermarum	|	 	|	 
3	|	Microcerotermes transiens	|	 	|	 
3	|	Microcerotermes turkmenicus	|	 	|	 
3	|	Microcerotermes turneri	|	 	|	 
3	|	Microcerotermes uncatus	|	 	|	 
3	|	Microcerotermes unidentatus	|	 	|	 
3	|	Microcerotermes varaminicus	|	 	|	 
3	|	Microcerotermes zuluensis	|	 	|	 
3	|	Microcerotermes zuluoides	|	 	|	 
3	|	Microhodotermes maroccanus	|	 	|	 
1	|	Microhodotermes viator	|	 	|	70922
3	|	Microhodotermes wasmanni	|	 	|	 
3	|	Microtermes aethiopicus	|	 	|	 
3	|	Microtermes albinotus	|	 	|	 
3	|	Microtermes albopartitus	|	 	|	 
3	|	Microtermes alluaudanus	|	 	|	 
3	|	Microtermes aluco	|	 	|	 
3	|	Microtermes baginei	|	 	|	 
3	|	Microtermes bharatpurensis	|	 	|	 
3	|	Microtermes bouvieri	|	 	|	 
3	|	Microtermes calvus	|	 	|	 
3	|	Microtermes cherberensis	|	 	|	 
3	|	Microtermes chomaensis	|	 	|	 
3	|	Microtermes congoensis	|	 	|	 
3	|	Microtermes darlingtonae	|	 	|	 
3	|	Microtermes depauperata	|	 	|	 
3	|	Microtermes divellens	|	 	|	 
3	|	Microtermes dubius	|	 	|	 
3	|	Microtermes edwini	|	 	|	 
3	|	Microtermes etiolatus	|	 	|	 
3	|	Microtermes feae	|	 	|	 
1	|	Microtermes grassei	|	 	|	2589828
3	|	Microtermes havilandi	|	 	|	 
3	|	Microtermes hollandei	|	 	|	 
3	|	Microtermes imphalensis	|	 	|	 
3	|	Microtermes incertoides	|	 	|	 
3	|	Microtermes incertus	|	 	|	 
3	|	Microtermes insperatus	|	 	|	 
3	|	Microtermes jacobsoni	|	 	|	 
3	|	Microtermes kairoonae	|	 	|	 
3	|	Microtermes kasaiensis	|	 	|	 
3	|	Microtermes kauderni	|	 	|	 
1	|	Microtermes lepidus	|	 	|	2589831
3	|	Microtermes logani	|	 	|	 
3	|	Microtermes lokoriensis	|	 	|	 
3	|	Microtermes lounsburyi	|	 	|	 
3	|	Microtermes luteus	|	 	|	 
3	|	Microtermes macronotus	|	 	|	 
3	|	Microtermes magnocellus	|	 	|	 
3	|	Microtermes magnoculus	|	 	|	 
3	|	Microtermes mangzhuangensis	|	 	|	 
3	|	Microtermes mariae	|	 	|	 
3	|	Microtermes menglunensis	|	 	|	 
3	|	Microtermes mengpengensis	|	 	|	 
3	|	Microtermes microthorax	|	 	|	 
3	|	Microtermes mokeetsei	|	 	|	 
3	|	Microtermes mulii	|	 	|	 
1	|	Microtermes mycophagus	|	 	|	515577
3	|	Microtermes najdensis	|	 	|	 
3	|	Microtermes neghelliensis	|	 	|	 
1	|	Microtermes obesi	|	 	|	229718
3	|	Microtermes occidentalis	|	 	|	 
3	|	Microtermes osborni	|	 	|	 
3	|	Microtermes pallidiventris	|	 	|	 
3	|	Microtermes pamelae	|	 	|	 
3	|	Microtermes problematicus	|	 	|	 
3	|	Microtermes pusillus	|	 	|	 
3	|	Microtermes redenianus	|	 	|	 
3	|	Microtermes sakalava	|	 	|	 
3	|	Microtermes sindensis	|	 	|	 
3	|	Microtermes sjostedti	|	 	|	 
3	|	Microtermes somaliensis	|	 	|	 
3	|	Microtermes subhyalinus	|	 	|	 
3	|	Microtermes thoracalis	|	 	|	 
3	|	Microtermes toumodiensis	|	 	|	 
3	|	Microtermes tragardhi	|	 	|	 
3	|	Microtermes tsavoensis	|	 	|	 
1	|	Microtermes unicolor	|	 	|	1231262
3	|	Microtermes upembae	|	 	|	 
3	|	Microtermes vadschaggae	|	 	|	 
3	|	Microtermes yemenensis	|	 	|	 
3	|	Mimeutermes binghami	|	 	|	 
3	|	Mimeutermes clypeatus	|	 	|	 
3	|	Mimeutermes edentatus	|	 	|	 
3	|	Mimeutermes giffardii	|	 	|	 
3	|	Mimeutermes majusculus	|	 	|	 
3	|	Mimeutermes sorex	|	 	|	 
3	|	Mirocapritermes concaveus	|	 	|	 
1	|	Mirocapritermes connectens	|	 	|	1934539
3	|	Mirocapritermes hsuchiafui	|	 	|	 
3	|	Mirocapritermes jiangchengensis	|	 	|	 
1	|	Mirocapritermes latignathus	|	 	|	229707
3	|	Mirocapritermes prewensis	|	 	|	 
3	|	Mirocapritermes snyderi	|	 	|	 
3	|	Mirocapritermes valeriae	|	 	|	 
3	|	Mucrotermes heterochilus	|	 	|	 
3	|	Mucrotermes osborni	|	 	|	 
3	|	Muelleritermes fritzi	|	 	|	 
3	|	Muelleritermes globiceps	|	 	|	 
3	|	Mycterotermes meringocephalus	|	 	|	 
3	|	Nasopilotermes jiangxiensis	|	 	|	 
1	|	Nasutitermes acajutlae	|	 	|	46571
1	|	Nasutitermes acangussu	|	 	|	1436838
3	|	Nasutitermes acutus	|	 	|	 
3	|	Nasutitermes aduncus	|	 	|	 
3	|	Nasutitermes alticola	|	 	|	 
3	|	Nasutitermes amboinensis	|	 	|	 
3	|	Nasutitermes anamalaiensis	|	 	|	 
3	|	Nasutitermes anjiensis	|	 	|	 
3	|	Nasutitermes anoniensis	|	 	|	 
1	|	Nasutitermes aquilinus	|	 	|	1544293
3	|	Nasutitermes araujoi	|	 	|	 
1	|	Nasutitermes arborum	|	 	|	377938
3	|	Nasutitermes arenarius	|	 	|	 
3	|	Nasutitermes aruensis	|	 	|	 
3	|	Nasutitermes atripennis	|	 	|	 
3	|	Nasutitermes balingtauagensis	|	 	|	 
1	|	Nasutitermes banksi	|	 	|	1934542
3	|	Nasutitermes bannaensis	|	 	|	 
3	|	Nasutitermes bashanensis	|	 	|	 
3	|	Nasutitermes benjamini	|	 	|	 
1	|	Nasutitermes bikpelanus	|	 	|	114632
1	|	Nasutitermes bivalens	|	 	|	2259541
3	|	Nasutitermes boengiensis	|	 	|	 
3	|	Nasutitermes boetoni	|	 	|	 
3	|	Nasutitermes bolivari	|	 	|	 
3	|	Nasutitermes bolivianus	|	 	|	 
3	|	Nasutitermes brachynasutus	|	 	|	 
3	|	Nasutitermes brevioculatus	|	 	|	 
1	|	Nasutitermes brevipilus	|	 	|	2698465
3	|	Nasutitermes brevirostris	|	 	|	 
3	|	Nasutitermes brunneus	|	 	|	 
3	|	Nasutitermes bulbiceps	|	 	|	 
3	|	Nasutitermes bulbus	|	 	|	 
1	|	Nasutitermes callimorphus	|	 	|	1436843
3	|	Nasutitermes camerunensis	|	 	|	 
1	|	Nasutitermes carnarvonensis	|	 	|	1962913
3	|	Nasutitermes castaneus	|	 	|	 
3	|	Nasutitermes celebensis	|	 	|	 
1	|	Nasutitermes centraliensis	|	 	|	1962914
1	|	Nasutitermes ceylonicus	|	 	|	377940
3	|	Nasutitermes changningensis	|	 	|	 
3	|	Nasutitermes chapmani	|	 	|	 
3	|	Nasutitermes chaquimayensis	|	 	|	 
3	|	Nasutitermes cherraensis	|	 	|	 
3	|	Nasutitermes chhotanii	|	 	|	 
3	|	Nasutitermes choui	|	 	|	 
3	|	Nasutitermes chrysopleura	|	 	|	 
1	|	Nasutitermes coalescens	|	 	|	1962915
3	|	Nasutitermes colimae	|	 	|	 
3	|	Nasutitermes communis	|	 	|	 
3	|	Nasutitermes comorensis	|	 	|	 
3	|	Nasutitermes comstockae	|	 	|	 
1	|	Nasutitermes corniger	|	 	|	52233
3	|	Nasutitermes corporaali	|	 	|	 
1	|	Nasutitermes coxipoensis	|	 	|	1436841
3	|	Nasutitermes crassicornis	|	 	|	 
3	|	Nasutitermes crassus	|	 	|	 
3	|	Nasutitermes curtinasus	|	 	|	 
1	|	Nasutitermes dasyopsis	|	 	|	377941
3	|	Nasutitermes dendrophilus	|	 	|	 
3	|	Nasutitermes devrayi	|	 	|	 
1	|	Nasutitermes diabolus	|	 	|	1934543
3	|	Nasutitermes dimorphus	|	 	|	 
1	|	Nasutitermes dixoni	|	 	|	286184
3	|	Nasutitermes dobonensis	|	 	|	 
3	|	Nasutitermes dolichorhinos	|	 	|	 
3	|	Nasutitermes dudgeoni	|	 	|	 
3	|	Nasutitermes dunensis	|	 	|	 
3	|	Nasutitermes ecuadorianus	|	 	|	 
1	|	Nasutitermes ehrhardti	|	 	|	2259542
3	|	Nasutitermes elegantulus	|	 	|	 
3	|	Nasutitermes emersoni	|	 	|	 
1	|	Nasutitermes ephratae	|	 	|	114633
1	|	Nasutitermes eucalypti	|	 	|	327063
1	|	Nasutitermes exitiosus	|	 	|	114634
3	|	Nasutitermes fabricii	|	 	|	 
3	|	Nasutitermes falciformis	|	 	|	 
3	|	Nasutitermes fengkaiensis	|	 	|	 
3	|	Nasutitermes ferranti	|	 	|	 
3	|	Nasutitermes feytaudi	|	 	|	 
3	|	Nasutitermes fletcheri	|	 	|	 
